18854:
 num     #instances         #bytes  class name (module)
 358:            39            936  io.opentelemetry.sdk.metrics.internal.state.PooledHashMap$Entry
 359:            29            928  java.util.Locale (java.base@21.0.6)
 360:            29            928  sun.reflect.annotation.AnnotationType (java.base@21.0.6)
 361:            23            920  [Ljava.lang.invoke.BoundMethodHandle$SpeciesData; (java.base@21.0.6)
 362:            23            920  java.lang.reflect.AccessFlag (java.base@21.0.6)
 363:            23            920  net.bytebuddy.utility.JavaType
 364:            38            912  java.security.BasicPermissionCollection (java.base@21.0.6)
 365:             7            896  io.netty.util.internal.InternalThreadLocalMap
 366:            56            896  jdk.proxy3.$Proxy27 (jdk.proxy3)
 367:            26            888  [Ljava.io.ObjectStreamField; (java.base@21.0.6)
 368:            37            888  io.opentelemetry.exporter.internal.marshal.AutoValue_ProtoEnumInfo
 369:            54            880  [Lcom.google.protobuf.GeneratedMessage$FieldAccessorTable$OneofAccessor;
 370:            22            880  io.opentelemetry.sdk.metrics.internal.descriptor.AutoValue_MetricDescriptor
 371:            18            864  java.util.TreeMap (java.base@21.0.6)
 372:            36            864  java.util.regex.Pattern$GroupTail (java.base@21.0.6)
 373:            54            864  jdk.proxy2.$Proxy2 (jdk.proxy2)
 374:            27            864  sun.nio.fs.UnixFileKey (java.base@21.0.6)
 375:            35            840  java.util.regex.Pattern$$Lambda/0x800000032 (java.base@21.0.6)
 376:            21            840  okio.Segment
 377:            13            832  io.netty.channel.ChannelOutboundBuffer$Entry
 378:            13            832  io.opentelemetry.sdk.metrics.internal.state.AsynchronousMetricStorage
 379:            13            832  org.jcp.xml.dsig.internal.dom.XMLDSigRI$ProviderService (java.xml.crypto@21.0.6)
 380:            34            816  java.util.regex.Pattern$GroupHead (java.base@21.0.6)
 381:            20            800  com.google.protobuf.DescriptorProtos$FieldOptions$EditionDefault
 382:             5            800  io.netty.channel.epoll.EpollEventLoop
 383:            20            800  io.netty.util.Recycler$LocalPool
 384:            25            800  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.logs.Severity
 385:             2            792  [Lio.netty.handler.codec.http2.HpackHeaderField;
 386:            19            792  [Ljava.lang.invoke.MethodType; (java.base@21.0.6)
 387:            33            792  sun.reflect.generics.factory.CoreReflectionFactory (java.base@21.0.6)
 388:            33            792  sun.reflect.generics.tree.ClassSignature (java.base@21.0.6)
 389:            49            784  net.bytebuddy.dynamic.ClassFileLocator$Simple
 390:            33            768  [Lsun.reflect.generics.tree.ClassTypeSignature; (java.base@21.0.6)
 391:            48            768  java.security.SecureClassLoader$CodeSourceKey (java.base@21.0.6)
 392:            32            768  sun.reflect.generics.scope.ClassScope (java.base@21.0.6)
 393:            19            760  jdk.internal.ref.Cleaner (java.base@21.0.6)
 394:            31            744  java.security.Provider$EngineDescription (java.base@21.0.6)
 395:            31            744  java.util.jar.Attributes$Name (java.base@21.0.6)
 396:            31            744  net.bytebuddy.description.method.ParameterList$ForLoadedExecutable$OfMethod
 397:            23            736  [Ljava.security.ProtectionDomain; (java.base@21.0.6)
 398:            23            736  net.bytebuddy.utility.JavaType$LatentTypeWithSimpleName
 399:            23            736  sun.management.MappedMXBeanType$BasicMXBeanType (java.management@21.0.6)
 400:            13            728  io.opentelemetry.sdk.metrics.internal.state.MutableMeasurement
 401:            13            728  io.opentelemetry.sdk.metrics.internal.state.SdkObservableMeasurement
 402:            15            720  com.google.protobuf.DescriptorProtos$DescriptorProto$ExtensionRange
 403:             9            720  java.util.concurrent.ThreadPoolExecutor (java.base@21.0.6)
 404:            30            720  java.util.regex.Pattern$BmpCharPropertyGreedy (java.base@21.0.6)
 405:            45            720  jdk.proxy3.$Proxy28 (jdk.proxy3)
 406:            18            720  net.bytebuddy.matcher.ModifierMatcher$Mode
 407:            11            704  com.google.protobuf.DescriptorProtos$FeatureSet
 408:            22            704  java.lang.reflect.ClassFileFormatVersion (java.base@21.0.6)
 409:            22            704  java.net.InetAddress$InetAddressHolder (java.base@21.0.6)
 410:            29            696  sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl (java.base@21.0.6)
 411:            17            680  java.lang.WeakPairMap$Pair$Weak (java.base@21.0.6)
 412:             1            672  io.opentelemetry.internal.shaded.jctools.queues.MpscArrayQueue
 413:            28            672  java.util.concurrent.ConcurrentLinkedQueue$Node (java.base@21.0.6)
 414:            12            672  sun.util.calendar.ZoneInfo (java.base@21.0.6)
 415:             5            640  [Lio.netty.buffer.IntPriorityQueue;
 416:             5            640  io.netty.util.concurrent.FastThreadLocalThread
 417:            20            640  java.util.regex.Pattern$Branch (java.base@21.0.6)
 418:             3            624  [Ljava.lang.invoke.LambdaForm; (java.base@21.0.6)
 419:            26            624  com.google.protobuf.FieldSet
 420:            26            624  io.opentelemetry.sdk.metrics.internal.state.PooledHashMap
 421:            26            624  java.security.spec.ECFieldF2m (java.base@21.0.6)
 422:             7            616  io.netty.handler.codec.http2.WeightedFairQueueByteDistributor$State
 423:            19            608  com.fasterxml.jackson.core.JsonParser$Feature
 424:            19            608  com.fasterxml.jackson.core.JsonParser$Feature
 425:            19            608  java.nio.DirectByteBuffer$Deallocator (java.base@21.0.6)
 426:            15            600  com.google.protobuf.DescriptorProtos$DescriptorProto$ReservedRange
 427:            25            600  io.opentelemetry.sdk.metrics.internal.descriptor.AutoValue_Advice
 428:            25            600  java.time.LocalTime (java.base@21.0.6)
 429:            34            576  [Lsun.reflect.generics.tree.FormalTypeParameter; (java.base@21.0.6)
 430:             8            576  [S (java.base@21.0.6)
 431:            18            576  com.google.protobuf.DescriptorProtos$FieldDescriptorProto$Type
 432:            18            576  com.google.protobuf.Descriptors$FieldDescriptor$Type
 433:             9            576  io.opentelemetry.sdk.metrics.internal.state.DefaultSynchronousMetricStorage
 434:            24            576  net.bytebuddy.pool.TypePool$Default$LazyTypeDescription$AnnotationToken
 435:            36            576  net.bytebuddy.utility.dispatcher.JavaDispatcher$Dispatcher$ForNonStaticMethod
 436:             7            560  java.util.concurrent.TimeUnit (java.base@21.0.6)
 437:            14            560  javax.management.openmbean.SimpleType (java.management@21.0.6)
 438:            10            560  sun.invoke.util.Wrapper (java.base@21.0.6)
 439:            17            544  io.grpc.Status$Code
 440:            17            544  java.lang.WeakPairMap$Pair$Weak$1 (java.base@21.0.6)
 441:             1            528  [Ljava.lang.Character; (java.base@21.0.6)
 442:            11            528  com.google.protobuf.DescriptorProtos$FieldOptions$FeatureSupport
 443:            22            528  io.grpc.Status
 444:            22            528  java.util.concurrent.ConcurrentLinkedQueue (java.base@21.0.6)
 445:            16            512  com.google.protobuf.GeneratedMessageV3$FieldAccessorTable
 446:             8            512  com.sun.security.sasl.Provider$ProviderService (java.security.sasl@21.0.6)
 447:            16            512  io.opentelemetry.sdk.common.AutoValue_InstrumentationScopeInfo
 448:            16            512  java.lang.invoke.VarForm (java.base@21.0.6)
 449:            16            512  java.time.temporal.ChronoUnit (java.base@21.0.6)
 450:            15            504  [Lcom.google.protobuf.Descriptors$Descriptor;
 451:            21            504  io.opentelemetry.javaagent.tooling.muzzle.ReferenceMatcher
 452:             9            504  java.lang.invoke.BoundMethodHandle$Species_LLLLL (java.base@21.0.6)
 453:             9            504  okhttp3.HttpUrl
 454:            20            480  [Ljava.util.regex.Pattern$Node; (java.base@21.0.6)
 455:             5            480  com.google.protobuf.DescriptorProtos$FileOptions
 456:            30            480  io.opentelemetry.javaagent.extension.matcher.SafeExtendsClassMatcher
 457:             6            480  io.opentelemetry.sdk.metrics.internal.data.MutableHistogramPointData
 458:            12            480  java.lang.OutOfMemoryError (java.base@21.0.6)
 459:            10            480  java.lang.invoke.BoundMethodHandle$Species_LLLL (java.base@21.0.6)
 460:            20            480  java.time.Duration (java.base@21.0.6)
 461:            12            480  jdk.internal.vm.SharedThreadContainer (java.base@21.0.6)
 462:            20            480  net.bytebuddy.implementation.bytecode.StackManipulation$Size
 463:            18            472  [Ljava.lang.StackTraceElement; (java.base@21.0.6)
 464:             8            464  [Lio.netty.util.internal.PriorityQueueNode;
 465:            16            456  [Ljava.util.Map$Entry; (java.base@21.0.6)
 466:            14            448  com.fasterxml.jackson.core.JsonGenerator$Feature
 467:            14            448  com.fasterxml.jackson.core.JsonGenerator$Feature
 468:            14            448  com.google.protobuf.WireFormat$FieldType
 469:            14            448  io.netty.handler.codec.http2.Http2Error
 470:            28            448  io.opentelemetry.javaagent.bootstrap.CallDepth
 471:            14            448  io.opentelemetry.javaagent.shaded.io.opentelemetry.context.internal.shaded.AbstractWeakConcurrentMap$WeakKey
 472:             8            448  java.nio.HeapByteBuffer (java.base@21.0.6)
 473:             8            448  java.util.Properties (java.base@21.0.6)
 474:            28            448  java.util.regex.Pattern$BitClass (java.base@21.0.6)
 475:             8            448  javax.management.openmbean.CompositeType (java.management@21.0.6)
 476:            14            448  net.bytebuddy.description.annotation.AnnotationValue$Sort
 477:             8            448  net.bytebuddy.implementation.bytecode.assign.primitive.PrimitiveWideningDelegate
 478:            28            448  net.bytebuddy.matcher.CollectionItemMatcher
 479:             8            448  sun.management.MemoryPoolImpl (java.management@21.0.6)
 480:            14            448  sun.nio.fs.UnixPath (java.base@21.0.6)
 481:             5            440  com.google.protobuf.DescriptorProtos$FileDescriptorProto
 482:             5            440  io.netty.buffer.PoolChunk
 483:             1            432  [[[C (java.base@21.0.6)
 484:             9            432  com.fasterxml.jackson.databind.type.SimpleType
 485:             9            432  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$Limit (java.xml@21.0.6)
 486:             9            432  io.netty.handler.codec.http2.Http2Exception$StacklessHttp2Exception
 487:             6            432  io.opentelemetry.sdk.metrics.internal.aggregator.DoubleExplicitBucketHistogramAggregator$Handle
 488:             9            432  java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle (java.base@21.0.6)
 489:            27            432  java.security.spec.ECFieldFp (java.base@21.0.6)
 490:            18            432  java.text.DateFormat$Field (java.base@21.0.6)
 491:             3            432  java.text.DecimalFormat (java.base@21.0.6)
 492:            18            432  net.bytebuddy.pool.TypePool$Default$LazyTypeDescription$TypeContainment$WithinType
